STT,Id,Mã KH,Tên,Điện thoại,Mã Số Thuế,Nhân viên bán hàng,Khu vực,Địa chỉ,Vĩ Độ,Kinh Độ,Xã/Tỉnh mới,,,
277,194901,2AGPHAMDAT,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP PHẠM ĐẠT,84977095551,89091011166,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP BÌNH AN 1, XÃ BÌNH HÒA, TỈNH AN GIANG","10,49889489","105,3200602","Xã Bình Hòa,Tỉnh An Giang",,,
278,147473,2AGPHAMNHUBINH,PHẠM NHƯ BÌNH,84939060305,1600644946,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"ẤP PHÚ HỮU, TT PHÚ HÒA, HUYỆN THOẠI SƠN, AN GIANG","10,35458","105,3743278","Xã Phú Hòa,Tỉnh An Giang",,,
279,153747,2AGPHAMPHUCUONG,PHẠM PHÚ CƯỜNG,84939394477,1601144449,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"ẤP BÌNH ĐỨC, XÃ BÌNH PHÚ, HUYỆN CHÂU PHÚ, TỈNH AN GIANG","10,4782777","105,197446","Xã Châu Phú,Tỉnh An Giang",,,
280,198414,2AGPHAMTHANHDU,CÔNG TY TNHH MTV VTNN PHẠM THANH DŨ,986331191,1602216960,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"Ấp Tân Tuyến, Xã Cô Tô, Tỉnh An Giang, Việt Nam.","10,31607459","105,0880658","Xã Cô Tô,Tỉnh An Giang",,,
281,147479,2AGPHAMTHANHTHA,PHẠM THANH THÀ,84984526246,89081009627,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"VĨNH THỚI, VĨNH HANH, AN GIANG","10,44613497","105,2533399","Xã Vĩnh Hanh,Tỉnh An Giang",,,
282,146664,2AGPHAMTHANHTHUY,PHẠM THANH THÚY,84984333698,89166006343,Lê Phước Sang,T20 - SÔNG HẬU 2,"ẤP BÌNH MINH, XÃ BÌNH MỸ, TỈNH AN GIANG","10,550315","105,2599941","Xã Bình Mỹ,Tỉnh An Giang",,,
283,153748,2AGPHAMTHIKIMNGA,PHẠM THỊ KIM NGA,84966244992,1600539772,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"ẤP MỸ TÂN, TT.MỸ LUÔNG, HUYỆN CHỢ MỚI, TỈNH AN GIANG","10,48698","105,5026152","Xã Long Điền,Tỉnh An Giang",,,
284,197453,2AGPHAMTHIXUYEN,HỘ KINH DOANH PHẠM THỊ XUYẾN,949773499,89172002094,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"Tổ 5, Ấp Vĩnh Hiệp, xã Vĩnh Gia, Huyện Tri Tôn, Tỉnh An Giang, Việt Nam.","10,50631139","104,7917348","Xã Vĩnh Gia,Tỉnh An Giang",,,
285,195904,2AGPHAMVANTUYEN,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP PHẠM VĂN TUYẾN,907459168,92084006458,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP ĐÔNG PHÚ 1, XÃ AN CHÂU, TỈNH AN GIANG","10,3639417","105,2853281","Xã An Châu,Tỉnh An Giang",,,
286,146666,2AGPHANTHANHBUON,PHAN THANH BƯỜN,84984191884,89189004927,Lê Phước Sang,T20 - SÔNG HẬU 2,"ẤP MỸ HƯNG, XÃ VĨNH THẠNH TRUNG, TỈNH AN GIANG","10,63918171","105,1716325","Xã Vĩnh Thạnh Trung,Tỉnh An Giang",,,
287,153749,2AGPHANTHANHTAM,RON HẰNG,84392440284,1600228167,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"ẤP LONG THỊNH, XÃ Ô LONG VỸ, HUYỆN CHÂU PHÚ, AN GIANG","10,60817458","105,1241898","Xã Thạnh Mỹ Tây,Tỉnh An Giang",,,
288,153750,2AGPHANTHIUT,PHAN THỊ ÚT,84946366288,1600615624,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"LONG QUỚI 2, LONG ĐIỀN B, CHỢ MỚI, AN GIANG","10,50864253","105,4328853","Xã Long Điền,Tỉnh An Giang",,,
289,153751,2AGPHANTRONGLE,PHAN TRỌNG LỄ,84989088667,1601407747,Lê Phước Sang,T20 - SÔNG HẬU 2,"ẤP BÌNH THÀNH, XÃ BÌNH MỸ, HUYỆN CHÂU PHÚ, TỈNH AN GIANG","10,5501613","105,2937263","Xã Bình Mỹ,Tỉnh An Giang",,,
290,147940,2AGPHANUYENUYEN,PHAN UYÊN UYÊN,84393055074,1600156924,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP TRUNG HÒA, XÃ  TÂN TRUNG , HUYỆN PHÚ TÂN, TỈNH AN GIANG","10,57280228","105,3549849","Xã Phú Tân,Tỉnh An Giang",,,
291,158494,2AGPHANVANKET,PHAN VĂN KẾT,84917816426,1600935769,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,ẤP PHÚ QUỚI - XÃ PHÚ THÀNH - HUYỆN PHÚ TÂN - TỈNH AN GIANG,"10,66266764","105,2619029","Xã Chợ Vàm,Tỉnh An Giang",,,
292,146667,2AGPHANVANNANG,PHAN VĂN NĂNG,84919869099,1600843878,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP VĨNH LỢI 2, XÃ CHÂU PHONG, HUYỆN TÂN CHÂU, TỈNH AN GIANG","10,7425058","105,1392057","Phường Tân Châu,Tỉnh An Giang",,,
293,153752,2AGPHANVANTAM,PHAN VĂN TÂM,84397460909,8224145623,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"SỐ 17, TỔ 1, ẤP VĨNH CẦU, VĨNH GIA, TRI TÔN, TỈNH AN GIANG","10,50649832","104,7979797","Xã Vĩnh Gia,Tỉnh An Giang",,,
294,147480,2AGPHANVANTHAM,PHAN VĂN THẮM,84915861851,89050009341,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"ẤP LONG CHÂU 2, XÃ THẠNH MỸ TÂY, TỈNH AN GIANG","10,5373944","105,1409189","Xã Thạnh Mỹ Tây,Tỉnh An Giang",,,
295,158904,2AGPHONGGIANG,PHONG GIANG,,1601293747,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP TÂN LỢI, XÃ TÂN PHÚ, HUYỆN CHÂU THÀNH, TỈNH AN GIANG","10,37377974","105,1563788","Xã Vĩnh An,Tỉnh An Giang",,,
296,153753,2AGPHONGVI,PHONG VI,84913107501,89085007293,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP 1, XÃ VĨNH XƯƠNG, HUYỆN TÂN CHÂU, TỈNH AN GIANG","10,9069047","105,1799755","Phường Tân Châu,Tỉnh An Giang",,,
297,158708,2AGPHUCHIEP,PHÚC HIỆP,84985779455,89081022550,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP VĨNH THÀNH, XÃ VĨNH AN , AN GIANG","10,43833921","105,1410231","Xã Vĩnh An,Tỉnh An Giang",,,
298,162718,2AGPHUCLINH,PHÚC LINH,,1601052290,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP VĨNH LỢI, XÃ VĨNH HANH, HUYỆN CHÂU THÀNH, AN GIANG","10,40716898","105,2352028","Xã Vĩnh Hanh,Tỉnh An Giang",,,
299,198658,2AGPHUCNGUYEN,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP PHÚC NGUYÊN,918485585,89078022470,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"Tổ 5, Ấp Phú Lợi, Xã Tây Phú, Huyện Thoại Sơn, Tỉnh An Giang, Việt Nam","10,35720559","105,1521513","Xã Tây Phú,Tỉnh An Giang",,,
300,156854,2AGPHUCTHAO,PHÚC THẢO,84333871433,89187022443,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"TỔ 16, ẤP VĨNH BÌNH, XÃ VĨNH HẬU, TỈNH AN GIANG.","10,7925774","105,1139048","Xã Vĩnh Hậu,Tỉnh An Giang",,,
301,153755,2AGPHUNGTHANHHUNG,PHÙNG THANH HÙNG,84939870612,1600204173,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"ẤP TÂN THÀNH, XÃ VỌNG THÊ, HUYỆN THOẠI SƠN, TỈNH AN GIANG","10,26647708","105,1341878","Xã Óc Eo,Tỉnh An Giang",,,
302,147971,2AGPHUOCHANH,PHƯỚC HẠNH,84989337437,1600899101,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"TỔ 12, ẤP CẦN THẠNH , CẦN ĐĂNG , HUYỆN CHÂU THÀNH, TỈNH AN GIANG","10,45947635","105,296534","Xã Cần Đăng,Tỉnh An Giang",,,
303,146669,2AGPHUOCHUU,PHƯỚC HỮU,84396979996,89094003722,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP HƯNG HOÀ, XÃ PHÚ TÂN, TỈNH AN GIANG","10,57388443","105,304384","Xã Phú Tân,Tỉnh An Giang",,,
304,147577,2AGPHUOCLOC,PHƯỚC LỘC,84918363836,89073021553,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"TỔ 10, ẤP BÌNH THỚI, XÃ CHÂU PHÚ, TỈNH AN GIANG","10,523312","105,1832339","Xã Châu Phú,Tỉnh An Giang",,,
305,146670,2AGPHUOCTHO,PHƯỚC THỌ,84917197154,89175012084,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP PHÚ BÌNH, XÃ PHÚ AN, TỈNH AN GIANG","10,68846993","105,3395646","Xã Phú An,Tỉnh An Giang",,,
306,197102,2AGPHUONGHANH,HỘ KINH DOANH PHƯƠNG HẠNH,907247293,89086016566,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Số 786, Tổ 6, Ấp Mỹ Hòa, Xã Mỹ Hội Đông, Huyện Chợ Mới, Tỉnh An Giang.","10,55288282","105,3549058","Xã Nhơn Mỹ,Tỉnh An Giang",,,
307,147582,2AGPHUONGHUE,PHƯƠNG HUÊ,84907966766,89162009152,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"TỔ 10, ẤP VĨNH LỘC, XÃ VĨNH AN, TỈNH AN GIANG","10,44248957","105,1702839","Xã Vĩnh An,Tỉnh An Giang",,,
308,161186,2AGPHUONGKHUE,HỘ KINH DOANH PHƯƠNG KHUÊ,0977 259151,8039407183,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"SỐ NHÀ 15, TỔ 01, ẤP MỸ TRUNG, XÃ MỸ PHÚ, HUYỆN CHÂU PHÚ, TỈNH AN GIANG","10,6336083","105,2037378","Xã Vĩnh Thạnh Trung,Tỉnh An Giang",,,
309,199074,2AGPHUONGNGOC,HỘ KINH DOANH PHÂN BÓN PHƯƠNG NGỌC,367171710,91092005557,Nguyễn Hữu Nghĩa (SH2),T21 - SÔNG HẬU 3,"Tổ 4, ấp Bình Lạc, Xã Châu Thành, Tỉnh An Giang, Việt Nam",,,"Xã Châu Thành,Tỉnh An Giang",,,
310,197101,2AGPHUONGTHUY,HỘ KINH DOANH CỬA HÀNG VTNN PHƯƠNG THÚY,389997800,89089007917,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 07, Khóm Vĩnh Thọ, Thị Trấn Vĩnh Bình, Huyện Châu Thành, Tỉnh An Giang, Việt Nam.","10,4063159","105,1627386","Xã Vĩnh An,Tỉnh An Giang",,,
311,195848,2AGPHUTHINH,HỘ KINH DOANH VẬT TƯ NÔNG NGHIỆP PHÚ THỊNH,84919043505,89185014967,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"SỐ 6300, KHÓM HÀ BAO 1, XÃ VĨNH HẬU, TỈNH AN GIANG","10,74854654","105,1278565","Xã Vĩnh Hậu,Tỉnh An Giang",,,
312,198736,2AGQUANGTHO,HỘ KINH DOANH QUANG THỌ,907964069,45081005141,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"9/1 Mằng Rò, Xã Văn Giáo, Thị Xã Tịnh Biên, Tỉnh An Giang, Việt Nam",,,"Xã An Cư,Tỉnh An Giang",,,
313,198096,2AGQUANGTINH,HỘ KINH DOANH QUANG TÍNH,987337090,89081018947,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 23, Ấp Hòa Hưng, Xã Hòa Bình Thạnh, Huyện Châu Thành, Tỉnh An Giang.","10,41662907","105,3685193","Xã An Châu,Tỉnh An Giang",,,
314,195844,2AGQUITAP,HỘ KINH DOANH CỬA HÀNG VÂT TƯ NÔNG NGHIỆP QUÍ TẬP,973777724,8374160518-001,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 21, ấp Vĩnh Lợi, Xã Vĩnh Hanh, Huyện Châu Thành, Tỉnh An Giang","10,43439904","105,237327","Xã Vĩnh Hanh,Tỉnh An Giang",,,
315,197785,2AGQUOCHUY,HỘ KINH DOANH CỬA HÀNG VTNN QUỐC HUY,969729299,89093010445,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Số 7, Tổ 1, Ấp Long Thạnh 1, Xã Long Giang, Huyện Chợ Mới, Tỉnh An Giang, Việt Nam.","10,48107183","105,4594916","Xã Nhơn Mỹ,Tỉnh An Giang",,,
316,161838,2AGQUOCKIET,HKD CHVTNN TRỊNH QUỐC KIỆT,84833334775,8565170210-001,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"SỐ 1508, TỔ II, ẤP VĨNH THẠNH II, XÃ LÊ CHÁNH, THỊ XÃ TÂN CHÂU, TỈNH AN GIANG","10,72805678","105,1515962","Xã Châu Phong,Tỉnh An Giang",,,
317,198949,2AGQUOCTHAI,CÔNG TY TNHH NÔNG NGHIỆP VÀ THƯƠNG MẠI QUỐC THÁI,393055006,1602219697,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"Số 198, Tổ 2, ấp Tân Đức, Xã Cô Tô, Tỉnh An Giang, Việt Nam","10,32570281","105,0717636","Xã Cô Tô,Tỉnh An Giang",,,
318,161608,2AGQUOCTUAN,QUỐC TUẤN,84949663899,1602058513,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"ĐƯỜNG KÊNH 10, ẤP TÂN LẬP, XÃ TÂN TUYẾN, HUYỆN TRI TÔN, TỈNH AN GIANG","10,3611581","105,0845639","Xã Cô Tô,Tỉnh An Giang",,,
319,198557,2AGQUOCVIETAGRI,CÔNG TY TNHH THƯƠNG MẠI QUỐC VIỆT AGRI,947770735,1602217682,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"Tổ 26, Ấp Phú Mỹ Hạ, Xã Phú An, Tỉnh An Giang, Việt Nam.","10,61820566","105,3411518","Xã Phú An,Tỉnh An Giang",,,
320,198875,2AGSANGHUNG,CÔNG TY TNHH BVTV SANG HƯNG,399292350,1602198221,Lê Phước Sang,T20 - SÔNG HẬU 2,"Ấp Bình Thới, Xã Bình Mỹ, Tỉnh An Giang, Việt Nam","10,54477303","105,3150973","Xã Bình Mỹ,Tỉnh An Giang",,,
321,162724,2AGSAUBE,SÁU BÉ,,89080019709,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP VĨNH THỚI, XÃ VĨNH HANH, AN GIANG","10,44735461","105,2546355","Xã Vĩnh Hanh,Tỉnh An Giang",,,
322,196511,2AGSAUCHUA,HỘ KINH DOANH SÁU CHƯA,984730101,89190020005,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"Ấp Hòa Bình 3, Xã Hoà Lạc, Huyện Phú Tân, Tỉnh An Giang.","10,67382288","105,2328841","Xã Hòa Lạc,Tỉnh An Giang",,,
323,161257,2AGSAUDUNG,HỘ KINH DOANH SÁU DŨNG,987777780,89187009478,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP PHÚ HƯNG,XÃ CHÂU PHONG, TỈNH AN GIANG","10,7541145","105,1875615","Xã Châu Phong,Tỉnh An Giang",,,
324,156445,2AGSAUHUE,SÁU HUỆ,84939399953,89187017108,Lê Phước Sang,T20 - SÔNG HẬU 2,"TỔ 12, ẤP MỸ THẠNH, XÃ MỸ ĐỨC, TỈNH AN GIANG","10,63031756","105,1155531","Xã Mỹ Đức,Tỉnh An Giang",,,
325,158403,2AGSAUKHE,SÁU KHÊ,84918811023,1600955557,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"TÂN LỢI, TÂN PHÚ, CHÂU THÀNH, AN GIANG","10,37142336","105,1867105","Xã Vĩnh An,Tỉnh An Giang",,,
326,198095,2AGSAUVAN2,HỘ KINH DOANH CỬA HÀNG VTNN - TTNT SÁU VÂN 2,975786879,89187006893,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 08, Ấp Hòa Lợi 2, Xã Cần Đăng, Tỉnh An Giang, Việt Nam.","10,40307094","105,3066143","Xã Cần Đăng,Tỉnh An Giang",,,
327,198554,2AGSOCVUONE,HỘ KINH DOANH SÓC VƯƠNE,373522501,89199006449,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"Tổ 2, Ấp Tô Trung, Xã Núi Tô, Huyện Tri Tôn, Tỉnh An Giang, Việt Nam.","10,40106671","105,0085135","Xã Tri Tôn,Tỉnh An Giang",,,
328,146671,2AGTAMHIEP,TÁM HIỆP,84949679663,89085012362,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP TÂN HẬU A1, XÃ TÂN AN TỈNH AN GIANG","10,7991422","105,1928114","Xã Tân An,Tỉnh An Giang",,,
329,161596,2AGTAMNGUYEN,HỘ KINH DOANH TÂM NGUYÊN,,1602081953,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"SỐ 344, AN THUẬN - HÒA BÌNH - CHỢ MỚI - AN GIANG","10,3965425","105,4545895","Xã Hội An,Tỉnh An Giang",,,
330,198537,2AGTANKHOA,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP TẤN KHOA,978387587,89091009589,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 01, Ấp Vĩnh lợi, Vĩnh Hanh, Huyện Châu Thành, Tỉnh An Giang, Việt Nam.","10,43367502","105,2356812","Xã Vĩnh Hanh,Tỉnh An Giang",,,
331,158978,2AGTAYPHU,HTX NN TÂY PHÚ,84938930745,1601967428,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"Phú Thuận, Tây Phú, Thoại Sơn, An Giang","10,25245411","105,2646154","Xã Tây Phú,Tỉnh An Giang",,,
332,158530,2AGTHACHDEP,"HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP""","THẠCH ĐẸP"",84963777451""",8508372122,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,SỐ412.TỔ10,ẤPTRUNGPHÚ1,XÃVĨNHPHÚ,,"10,35421928",Khác,Chưa xác định
333,154174,2AGTHAIDINHHUY,THÁI ĐÌNH HUY,84354000002,89095001576,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"ẤP VĨNH LẠC, XÃ VĨNH GIA, TỈNH AN GIANG","10,50765836","104,836265","Xã Vĩnh Gia,Tỉnh An Giang",,,
334,194902,2AGTHAISON,HỘ KINH DOANH THÁI SƠN,84988000958,89089008386,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"ẤP KIẾN BÌNH 2, XÃ CHỢ MỚI, TỈNH AN GIANG","10,53258714","105,3585533","Xã Chợ Mới,Tỉnh An Giang",,,
335,198419,2AGTHAISONAG,CÔNG TY TNHH THÁI SƠN AG,988000958,1602212275,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Số 110, Tổ 7, Ấp Mỹ Hòa, Xã Nhơn Mỹ, Tỉnh An Giang, Việt Nam","10,55003382","105,3513107","Xã Nhơn Mỹ,Tỉnh An Giang",,,
336,146672,2AGTHANH,THANH,84377536232,89063000283,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"KHÓM MỸ THÀNH, PHƯỜNG CHÂU ĐỐC, TỈNH AN GIANG","10,68529915","105,1505441","Phường Châu Đốc,Tỉnh An Giang",,,
337,153758,2AGTHANHBINH,THANH BÌNH,84946667854,89084006776,Lê Phước Sang,T20 - SÔNG HẬU 2,"TỔ 15, ẤP BÌNH THẠNH, XÃ BÌNH MỸ, TỈNH AN GIANG","10,501303","105,2501225","Xã Bình Mỹ,Tỉnh An Giang",,,
338,197463,2AGTHANHCAO,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP THANH CAO,944459281,98087011421,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Tổ 17, đường Liên Xã, Ấp Kiến Quới 2, Xã Kiến Thành, Huyện Chợ Mới, Tỉnh An Giang, Việt Nam.","10,52450963","105,4209392","Xã Chợ Mới,Tỉnh An Giang",,,
339,146539,2AGTHANHHUY,HỘ KINH DOANH THANH HUY,84337307485,89097021430,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"ẤP LONG HÒA, XÃ LONG ĐIỀN, TỈNH AN GIANG","10,50338141","105,4533837","Xã Long Điền,Tỉnh An Giang",,,
340,147481,2AGTHANHKHIET,THANH KHIẾT,84834646864,89069000835,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"PHƯỚC THẠNH, XÃ NHƠN HỘI, TỈNH AN GIANG","10,85704276","105,0802964","Xã Nhơn Hội,Tỉnh An Giang",,,
341,198611,2AGTHANHLONG,HỘ KINH DOANH THANH LONG,327153922,91095005870,Lê Minh Thống (SH2),T21 - SÔNG HẬU 3,"Tổ 2, Ấp An Hiệp, Xã Gò Quao, Tỉnh An Giang, Việt Nam","9,7740436","105,2957987","Xã Gò Quao,Tỉnh An Giang",,,
342,146673,2AGTHANHNGA,THANH NGA,84868055772,89173000516,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"ẤP CHÂU LĂNG, XÃ TRI TÔN, TỈNH AN GIANG","10,4320862","105,0071973","Xã Tri Tôn,Tỉnh An Giang",,,
343,199023,2AGTHANHNHAN,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP THANH NHÀN,914994959,89086027578,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"Số 002, Tổ 1, Ấp Bắc Thạnh, Xã Thoại Giang, Huyện Thoại Sơn, Tỉnh An Giang, Việt Nam","10,26490598","105,2675775","Xã Thoại Sơn,Tỉnh An Giang",,,
344,162744,2AGTHANHPHE,THÀNH PHÊ,84917288878,1601691755,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"ẤP PHƯỚC THẠNH, XÃ PHƯỚC HƯNG, HUYỆN AN PHÚ, TỈNH AN GIANG","10,84793519","105,0781172","Xã Nhơn Hội,Tỉnh An Giang",,,
345,199041,2AGTHANHPHE2,THÀNH PHÊ 2,977757995,89188006472,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"Tổ 1, Phú Mỹ, Xã Phú Hội, huyện An Phú, Tỉnh An Giang",,,"Xã An Phú,Tỉnh An Giang",,,
346,158524,2AGTHANHPHUOC,THẠNH PHƯỚC,84919390474,89077028695,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"ẤP BÀ BÀI, PHƯỜNG VĨNH TẾ, AN GIANG","10,68326473","105,0575227","Phường Vĩnh Tế,Tỉnh An Giang",,,
347,146674,2AGTHANHTAN,THÀNH TẤN,84972567557,89079020325,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP AN PHÚ, XÃ BÌNH HÒA, TỈNH AN GIANG","10,46747434","105,319627","Xã Bình Hòa,Tỉnh An Giang",,,
348,199132,2AGTHANHTANANGIANG,CÔNG TY TNHH VTNN THANH TÂN AN GIANG,985511905,1602217989,Lê Phước Sang,T20 - SÔNG HẬU 2,"Tổ 05, Ấp Bình Chơn, Xã Bình Mỹ, Tỉnh An Giang, Việt Nam",,,"Xã Bình Mỹ,Tỉnh An Giang",,,
349,197987,2AGTHANHTHANH,HỘ KINH DOANH THANH THÀNH,375646845,89097001560,Lê Phước Sang,T20 - SÔNG HẬU 2,"Số nhà 365, Tổ 12, Ấp Bình Hưng II, Xã Bình Mỹ, Huyện Châu Phú, Tỉnh An Giang","10,51119272","105,3195953","Xã Bình Mỹ,Tỉnh An Giang",,,
350,153759,2AGTHANHTHAO,HỘ KINH DOANH THANH THẢO,84939195572,89081021633,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"AN MỸ, XÃ HỘI AN, AN GIANG","10,3695262","105,4805254","Xã Hội An,Tỉnh An Giang",,,
351,146676,2AGTHANHTUYEN,THANH TUYỀN,84918385390,89186008812,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"KHÓM TÂN BIÊN, PHƯỜNG TỊNH BIÊN, TỈNH AN GIANG","10,55882734","104,9191529","Phường Tịnh Biên,Tỉnh An Giang",,,
352,197606,2AGTHANHVAN,CÔNG TY TNHH VTNN THANH VÂN,966640760,1602210863,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"Tổ 8, Ấp Tân Lợi, Xã Cô Tô, Tỉnh An Giang, Việt Nam.","10,30334717","105,0714622","Xã Cô Tô,Tỉnh An Giang",,,
353,154175,2AGTHANNONG20,THẦN NÔNG 20,84965030578,89193000793,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"ẤP NINH HÒA, XÃ Ô LÂM , TỈNH AN GIANG","10,424499","104,9543558","Xã Ô Lâm,Tỉnh An Giang",,,
354,198535,2AGTHIENAN,HỘ KINH DOANH VTNN THIÊN ÂN,985144736,89086008296,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"056/3 Khóm Phú Nhứt, Phường An Phú, TX Tịnh Biên, Tỉnh An Giang, Việt Nam.","10,63240434","104,9694313","Phường Tịnh Biên,Tỉnh An Giang",,,
355,161119,2AGTHIENBINH,HỘ KINH DOANH VẬT TƯ NÔNG NGHIỆP THIÊN BÌNH,84979 656486,89089013539,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"SỐ 557, ĐƯỜNG TỈNH LỘ 943, ẤP TRUNG BÌNH, XÃ THOẠI GIANG, HUYỆN THOẠI SƠN, TỈNH AN GIANG","10,26239424","105,2185081","Xã Thoại Sơn,Tỉnh An Giang",,,
356,158912,2AGTHIENHUONG,HỘ KINH DOANH CỬA HÀNG THUỐC BẢO VỆ THỰC VẬT THIÊN HƯƠNG,84862303399,8420894033-001,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"TỈNH LỘ 043, TỔ 15, ẤP VĨNH HIỆP, XÃ VĨNH KHÁNH, HUYỆN THOẠI SƠN, TỈNH AN GIANG","10,3219462","105,3271829","Xã Vĩnh Trạch,Tỉnh An Giang",,,
357,197989,2AGTHIENHUONGTHC,CÔNG TY TNHH THIÊN HƯƠNG THC,968016660,1602214120,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"TL943, Ấp Vĩnh Hiệp, Xã Vĩnh Trạch, Tỉnh An Giang, Việt Nam","10,32183629","105,327188","Xã Vĩnh Trạch,Tỉnh An Giang",,,
358,197342,2AGTHIENPHAT,HỘ KINH DOANG CỬA HÀNG VẬT TƯ NÔNG NGHIỆP THIỆN PHÁT,859567809,89302017905,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"Tổ 04, Khóm Long Quới A, Phường Long Phú, Thị Xã Tân Châu, Tỉnh An Giang, Việt Nam.","10,77809725","105,2097104","Phường Long Phú,Tỉnh An Giang",,,
359,147814,2AGTHIENPHUC,THIỆN-PHÚC,84944733887,1601484170,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,ẤP TÂN AN - XÃ TÂN TUYẾN - HUYỆN TRI TÔN - TỈNH AN GIANG,"10,32654556","105,0717929","Xã Cô Tô,Tỉnh An Giang",,,
